station_id,uid,name,city,country,provider,lat,lon,params_json,last_update,meta_json
aqicn--416899,-416899,Balikpapan Sepinggan,Balikpapan Sepinggan,ID,AQICN,-1.2427300214767456,116.89199829101562,[],,"{""uid"": -416899, ""name"": ""Balikpapan Sepinggan"", ""city"": ""Balikpapan Sepinggan"", ""lat"": -1.2427300214767456, ""lon"": 116.89199829101562}"
aqicn--416857,-416857,Depok Pancoran Mas,Depok Pancoran Mas,ID,AQICN,-6.394780158996582,106.8239974975586,[],,"{""uid"": -416857, ""name"": ""Depok Pancoran Mas"", ""city"": ""Depok Pancoran Mas"", ""lat"": -6.394780158996582, ""lon"": 106.8239974975586}"
aqicn--565915,-565915,Kabupaten Kotawaringin Barat Madurejo,Kabupaten Kotawaringin Barat Madurejo,ID,AQICN,-2.706120014190674,111.61399841308594,[],,"{""uid"": -565915, ""name"": ""Kabupaten Kotawaringin Barat Madurejo"", ""city"": ""Kabupaten Kotawaringin Barat Madurejo"", ""lat"": -2.706120014190674, ""lon"": 111.61399841308594}"
aqicn--416905,-416905,Tanjung Pinang Taman Pamedan,Tanjung Pinang Taman Pamedan,ID,AQICN,0.9077550172805786,104.46399688720703,[],,"{""uid"": -416905, ""name"": ""Tanjung Pinang Taman Pamedan"", ""city"": ""Tanjung Pinang Taman Pamedan"", ""lat"": 0.9077550172805786, ""lon"": 104.46399688720703}"
aqicn--535021,-535021,Kabupaten Siak Bunga Raya,Kabupaten Siak Bunga Raya,ID,AQICN,0.961001992225647,102.072998046875,[],,"{""uid"": -535021, ""name"": ""Kabupaten Siak Bunga Raya"", ""city"": ""Kabupaten Siak Bunga Raya"", ""lat"": 0.961001992225647, ""lon"": 102.072998046875}"
aqicn--531559,-531559,Kabupaten Asahan Sidomukti,Kabupaten Asahan Sidomukti,ID,AQICN,2.993459939956665,99.61090087890625,[],,"{""uid"": -531559, ""name"": ""Kabupaten Asahan Sidomukti"", ""city"": ""Kabupaten Asahan Sidomukti"", ""lat"": 2.993459939956665, ""lon"": 99.61090087890625}"
aqicn-8342,8342,"Palangka Raya, Indonesia",Palangka Raya,ID,AQICN,-2.22611,113.945,[],,"{""uid"": 8342, ""name"": ""Palangka Raya, Indonesia"", ""city"": ""Palangka Raya"", ""lat"": -2.22611, ""lon"": 113.945}"
aqicn-13841,13841,"Maros, Indonesia",Maros,ID,AQICN,-4.997,119.57,[],,"{""uid"": 13841, ""name"": ""Maros, Indonesia"", ""city"": ""Maros"", ""lat"": -4.997, ""lon"": 119.57}"
aqicn--416887,-416887,Mataram Sekarbela,Mataram Sekarbela,ID,AQICN,-8.590279579162598,116.09400177001953,[],,"{""uid"": -416887, ""name"": ""Mataram Sekarbela"", ""city"": ""Mataram Sekarbela"", ""lat"": -8.590279579162598, ""lon"": 116.09400177001953}"
aqicn--532009,-532009,Kota Probolinggo Kedopok,Kota Probolinggo Kedopok,ID,AQICN,-7.788430213928223,113.20999908447266,[],,"{""uid"": -532009, ""name"": ""Kota Probolinggo Kedopok"", ""city"": ""Kota Probolinggo Kedopok"", ""lat"": -7.788430213928223, ""lon"": 113.20999908447266}"
